FL_DATE,OP_UNIQUE_CARRIER,ORIGIN,DEST,CRS_DEP_TIME,DEP_DELAY,ARR_DELAY,DISTANCE
2021-06-14,B6,LAS,MIA,1091,-24,-6,1919
2021-06-14,NK,SEA,ATL,1823,-11,-16,2761
2021-06-14,WN,MIA,LAS,510,-31,-30,2756
2021-06-14,B6,JFK,SFO,2225,19,20,2833
2021-06-14,AS,DEN,LAS,2321,-6,-8,2369
2021-06-14,WN,MCO,ATL,633,23,21,692
2021-06-14,F9,SFO,JFK,1109,7,4,754
2021-06-14,B6,LAS,ORD,367,21,34,2722
2021-06-14,NK,PHX,DFW,621,-29,-8,679
2021-06-14,WN,ATL,ORD,1515,11,8,287
2021-06-14,AA,LAS,DEN,473,-20,-20,338
2021-06-14,AA,MIA,LAX,2261,3,-9,417
2021-06-14,AA,MCO,LAX,1672,29,34,352
2021-06-14,AS,DEN,SFO,2325,15,21,1332
2021-06-14,F9,LAS,DFW,248,10,14,1417
2021-06-14,WN,DEN,DFW,317,-23,-23,909
2021-06-14,B6,SFO,MIA,886,-8,13,2711
2021-06-14,B6,SFO,CLT,588,0,-16,477
2021-06-14,DL,LAS,SEA,1766,4,8,2444
2021-06-14,UA,PHX,SFO,642,-4,1,610
2021-06-14,NK,DEN,LAX,1102,33,32,2905
2021-06-14,F9,SFO,SEA,1243,18,22,634
2021-06-14,F9,DEN,DEN,4,14,25,1640
2021-06-14,AA,DFW,ORD,119,-14,-11,2247
2021-06-14,AA,MIA,LAX,562,25,30,2817
2021-06-14,AA,ATL,DEN,733,-11,-1,1248
2021-06-14,DL,SEA,ORD,461,29,22,860
2021-06-14,DL,DEN,ORD,1466,5,0,1091
2021-06-14,DL,PHX,CLT,1322,1,9,655
2021-06-14,AA,DFW,ORD,1883,-24,-16,2256
2021-06-14,B6,SEA,SFO,1244,-7,-16,1554
2021-06-14,AA,ATL,CLT,71,-15,-30,1095
2021-06-14,F9,MCO,SEA,20,-16,-15,2334
2021-06-14,DL,ATL,PHX,741,-1,7,2021
2021-06-14,DL,DEN,DEN,546,10,-13,202
2021-06-14,UA,PHX,DEN,1267,4,0,330
2021-06-14,WN,PHX,ORD,1370,27,24,1404
2021-06-14,UA,LAS,SEA,945,-55,-25,1239
2021-06-14,UA,ATL,SFO,1739,10,7,2510
2021-06-14,AA,CLT,JFK,2195,-20,-21,807
2021-06-14,WN,MIA,PHX,1318,27,27,525
2021-06-14,F9,LAS,SFO,1197,20,30,1759
2021-06-14,WN,SEA,MCO,1810,-5,4,711
2021-06-14,NK,SEA,DFW,204,-13,-14,965
2021-06-14,AA,MCO,ORD,770,-15,-18,1634
2021-06-14,NK,DFW,SFO,1327,-17,0,1949
2021-06-14,B6,MIA,SEA,2273,-2,-14,2143
2021-06-14,AS,CLT,ORD,2266,-23,-23,712
2021-06-14,F9,MIA,ORD,1719,-18,-26,2471
2021-06-14,AA,ATL,DFW,977,-27,-30,1344
2021-06-14,B6,DFW,SEA,1849,4,1,1226
2021-06-14,F9,MCO,MCO,804,28,24,957
2021-06-14,B6,LAX,ATL,1460,-11,-5,199
2021-06-14,WN,MCO,LAX,805,15,2,757
2021-06-14,AA,DFW,ORD,611,-12,0,2248
2021-06-14,AA,LAX,PHX,2064,-13,-10,700
2021-06-14,WN,ORD,SEA,1497,-16,-8,1404
2021-06-14,UA,ATL,JFK,1389,28,28,1434
2021-06-14,AA,MCO,DFW,544,38,42,2228
2021-06-14,AS,ORD,LAS,775,29,26,2310
2021-06-14,F9,SFO,SFO,993,27,9,634
2021-06-14,AS,SEA,DEN,1898,5,-3,2721
2021-06-14,DL,MIA,MCO,1461,30,37,2460
2021-06-14,DL,CLT,LAS,509,41,42,227
2021-06-14,AA,JFK,SEA,787,-28,-30,321
2021-06-14,NK,ATL,PHX,427,-11,-7,656
2021-06-14,B6,SFO,SFO,1450,-38,-28,1158
2021-06-14,AS,MIA,JFK,623,1,-2,1629
2021-06-14,AS,PHX,DFW,284,-24,-21,504
2021-06-14,WN,ORD,DEN,1723,53,27,2803
2021-06-14,F9,MIA,JFK,1674,33,25,816
2021-06-14,AS,LAS,ATL,1541,11,14,1802
2021-06-14,B6,SEA,LAX,688,18,8,1706
2021-06-14,DL,LAX,PHX,2071,13,21,2797
2021-06-14,DL,LAS,LAX,1649,-8,-5,1073
2021-06-14,F9,MCO,SFO,102,41,20,1857
2021-06-14,WN,PHX,ORD,1673,24,10,2613
2021-06-14,DL,LAX,PHX,2076,-33,-12,474
2021-06-14,F9,LAX,DFW,1278,-36,-30,1316
2021-06-14,UA,PHX,LAS,1993,-7,2,2977
2021-06-14,DL,DFW,DEN,1476,6,-8,2067
2021-06-14,AS,LAX,ORD,1714,-15,-8,2727
2021-06-14,NK,SFO,SFO,109,-11,-30,1442
2021-06-14,B6,ORD,DEN,2147,11,-14,2815
2021-06-14,B6,SEA,SFO,856,54,40,2846
2021-06-14,NK,MIA,LAS,1674,18,13,1401
2021-06-14,UA,MIA,MCO,864,22,15,600
2021-06-14,F9,DFW,ATL,753,61,61,638
2021-06-14,NK,ATL,JFK,104,16,13,2357
2021-06-14,B6,MCO,LAS,238,-5,10,1586
2021-06-14,F9,DFW,ATL,2027,-7,-18,838
2021-06-14,B6,DFW,JFK,1103,30,56,746
2021-06-14,F9,DFW,PHX,819,-28,-14,2511
2021-06-14,B6,SEA,ORD,1037,8,2,2675
2021-06-14,NK,LAS,MCO,782,-48,-28,1587
2021-06-14,AA,ORD,CLT,952,-40,-25,590
2021-06-14,UA,MIA,MIA,554,7,11,2050
2021-06-14,F9,SFO,MCO,1123,4,10,2840
2021-06-14,UA,DFW,SFO,479,60,55,2832
2021-06-14,DL,SEA,DFW,149,-16,-16,1321
2021-06-14,AS,PHX,DFW,2286,11,1,651
2021-06-14,UA,ATL,MIA,247,-15,-21,2765
2021-06-14,NK,MCO,CLT,1652,-34,-22,2569
2021-06-14,F9,ORD,PHX,520,-8,3,830
2021-06-14,WN,LAS,JFK,235,-7,-13,413
2021-06-15,UA,MCO,SFO,1051,14,2,2424
2021-06-15,F9,PHX,DEN,1453,7,10,2593
2021-06-15,WN,JFK,DFW,1066,1,3,1370
2021-06-15,B6,CLT,ATL,1319,28,20,2629
2021-06-15,AS,LAS,SFO,1441,7,13,2505
2021-06-15,F9,CLT,DFW,1277,6,-21,2852
2021-06-15,WN,DEN,MIA,508,-31,-18,1675
2021-06-15,NK,JFK,DEN,170,-25,-26,454
2021-06-15,AS,MCO,DEN,26,-11,-8,1760
2021-06-15,AS,LAX,SEA,108,12,13,1391
2021-06-15,AA,PHX,LAX,656,-31,-30,984
2021-06-15,F9,MIA,LAX,578,-20,-21,2361
2021-06-15,AS,SEA,LAS,1215,-33,-30,2463
2021-06-15,B6,LAS,MIA,1999,-2,8,1909
2021-06-15,F9,JFK,JFK,59,6,7,2068
2021-06-15,F9,CLT,CLT,1105,11,19,1183
2021-06-15,WN,SFO,JFK,2063,10,12,347
2021-06-15,AS,PHX,ORD,879,-9,-25,593
2021-06-15,B6,MIA,ORD,1480,-29,-28,2095
2021-06-15,AA,MCO,SEA,1963,-15,0,462
2021-06-15,NK,LAX,DEN,1882,3,12,1082
2021-06-15,B6,LAX,ORD,1227,16,18,598
2021-06-15,B6,MIA,SEA,1599,-5,-20,2824
2021-06-15,UA,DEN,LAX,797,-13,-9,2550
2021-06-15,DL,ORD,DFW,927,-23,-15,794
2021-06-15,WN,ATL,PHX,2244,-5,-15,1969
2021-06-15,DL,MCO,DFW,609,-2,0,223
2021-06-15,AA,SEA,MIA,1163,30,32,1967
2021-06-15,AA,MIA,LAS,1687,0,17,1467
2021-06-15,B6,ORD,SFO,1641,15,16,2148
2021-06-15,DL,SFO,CLT,820,42,31,2406
2021-06-15,WN,MCO,ATL,424,-41,-30,1346
2021-06-15,NK,LAS,SFO,1697,2,-2,1171
2021-06-15,F9,SEA,MCO,1376,-5,5,2551
2021-06-15,WN,MIA,LAS,14,-12,-5,2596
2021-06-15,F9,DFW,LAS,2170,27,15,1612
2021-06-15,B6,CLT,PHX,2139,-15,-23,2837
2021-06-15,WN,JFK,PHX,569,19,8,369
2021-06-15,UA,DFW,DEN,1768,-7,-17,506
2021-06-15,F9,ORD,ATL,2003,16,8,1912
2021-06-15,DL,DEN,MIA,658,44,42,2764
2021-06-15,AA,ORD,JFK,2157,18,15,1089
2021-06-15,NK,CLT,ORD,1774,-30,-23,2652
2021-06-15,NK,SEA,SFO,1962,13,28,1479
2021-06-15,WN,PHX,CLT,496,7,9,2528
2021-06-15,F9,JFK,JFK,1871,-28,-30,260
2021-06-15,WN,SEA,LAX,78,-20,-30,1838
2021-06-15,NK,JFK,MCO,422,18,2,1659
2021-06-15,WN,SFO,SEA,2336,1,11,2152
2021-06-15,B6,PHX,MCO,468,-21,-30,1647
2021-06-15,AA,SFO,LAS,1206,22,19,864
2021-06-15,F9,CLT,MIA,737,26,29,878
2021-06-15,DL,DEN,SFO,577,-33,-30,2809
2021-06-15,WN,MIA,LAS,26,0,18,2984
2021-06-15,NK,DEN,LAX,1347,-29,-30,1768
2021-06-15,UA,JFK,JFK,666,11,3,1878
2021-06-15,NK,DFW,LAS,48,-17,-8,1541
2021-06-15,AS,LAX,CLT,320,34,28,643
2021-06-15,F9,LAX,MCO,2240,-28,-28,2910
2021-06-15,B6,LAX,DEN,1995,1,7,2060
2021-06-15,DL,LAX,MCO,1323,57,52,1415
2021-06-15,WN,DEN,SEA,662,5,-13,1326
2021-06-15,DL,LAX,LAX,951,15,31,2260
2021-06-15,B6,SFO,SFO,938,17,19,2632
2021-06-15,F9,SEA,CLT,829,-37,-30,2673
2021-06-15,AS,DFW,CLT,2106,-10,-30,1266
2021-06-15,UA,MCO,SEA,1137,-3,-7,1929
2021-06-15,F9,DEN,MIA,1738,-6,-12,200
2021-06-15,WN,LAX,LAX,896,32,16,1153
2021-06-15,NK,PHX,MIA,1769,4,7,1357
2021-06-15,UA,ATL,DFW,819,-31,-19,2634
2021-06-15,B6,LAS,CLT,149,23,11,1647
2021-06-15,UA,JFK,DFW,94,7,8,2621
2021-06-15,B6,MIA,MCO,2220,9,20,1191
2021-06-15,AS,DEN,SFO,1507,12,9,2058
2021-06-15,UA,DEN,DFW,928,63,65,2473
2021-06-15,DL,LAX,LAS,1016,18,19,1946
2021-06-15,F9,CLT,LAS,961,2,19,2317
2021-06-15,DL,DFW,SEA,1355,41,31,2881
2021-06-15,B6,DFW,DFW,2129,74,72,1861
2021-06-15,DL,CLT,ORD,130,33,45,742
2021-06-15,AS,DFW,DFW,1195,-32,-30,1529
2021-06-15,NK,ATL,LAS,861,9,17,212
2021-06-15,UA,DFW,SFO,1764,36,48,2404
2021-06-15,F9,MIA,DFW,1434,8,-16,1632
2021-06-15,UA,MCO,LAS,380,14,12,2307
2021-06-15,F9,ATL,LAS,1509,19,32,237
2021-06-15,WN,JFK,MIA,2103,39,31,2821
2021-06-15,B6,LAX,ATL,1994,4,0,1079
2021-06-15,DL,SEA,LAS,1247,8,27,632
2021-06-15,AS,MIA,CLT,1158,5,16,156
2021-06-15,B6,LAS,ORD,1224,60,32,2165
2021-06-15,DL,MIA,CLT,358,25,-3,171
2021-06-15,WN,MCO,DFW,1309,2,1,382
2021-06-15,UA,DFW,LAX,929,14,22,746
2021-06-15,F9,SEA,JFK,1986,-42,-30,2198
2021-06-15,NK,MIA,LAX,2346,35,51,2613
2021-06-15,UA,CLT,SFO,2093,-26,-30,2816
2021-06-15,AS,SEA,ATL,1646,-9,-4,614
2021-06-15,AA,LAX,DFW,1623,57,59,2946
2021-06-15,B6,DEN,CLT,1180,7,20,748
2021-06-15,DL,PHX,SFO,2214,59,37,2573
2021-06-15,AA,SEA,MIA,656,60,51,1775
2021-06-15,B6,CLT,SFO,294,21,26,1844
2021-06-15,F9,ATL,SFO,2356,6,-4,527
2021-06-15,DL,JFK,MCO,369,-8,-15,906
2021-06-15,WN,LAX,SEA,2201,9,26,1776
2021-06-15,B6,DEN,SEA,1511,17,21,274
2021-06-15,DL,ATL,SFO,1691,7,10,1776
2021-06-15,NK,PHX,SEA,898,4,21,2130
2021-06-15,NK,DFW,SFO,409,5,16,2870
2021-06-15,F9,ORD,SFO,2041,32,39,707
2021-06-15,UA,MCO,DEN,922,-28,-30,162
2021-06-15,B6,DEN,SFO,143,-22,-16,2664
2021-06-15,DL,CLT,DEN,2131,-37,-12,1216
2021-06-15,AS,LAS,MIA,1882,14,7,1975
2021-06-15,UA,DEN,SFO,1170,60,53,543
2021-06-15,F9,LAS,DFW,763,-25,-30,611
2021-06-15,UA,MCO,PHX,1027,9,8,294
2021-06-15,AA,DFW,CLT,2281,31,8,1397
2021-06-15,DL,PHX,SFO,114,-21,-18,852
2021-06-15,AA,DEN,JFK,2234,86,84,1939
2021-06-15,AS,MIA,PHX,740,14,32,2301
2021-06-15,F9,SEA,JFK,572,15,21,1135
2021-06-15,AA,LAS,DEN,577,29,-1,968
2021-06-15,WN,SEA,LAX,1454,48,31,480
2021-06-15,AA,LAS,JFK,184,-6,1,1343
2021-06-15,AA,LAX,CLT,1771,16,9,1040
2021-06-15,NK,DEN,LAX,697,2,-4,453
2021-06-15,NK,CLT,JFK,613,-35,-30,1071
2021-06-15,F9,ATL,LAX,892,-24,-30,1081
2021-06-15,WN,DFW,CLT,690,9,10,2005
2021-06-15,WN,CLT,DFW,845,43,41,708
2021-06-15,B6,MCO,PHX,1954,-43,-30,1878
2021-06-15,AA,PHX,MCO,1065,-7,-21,1291
2021-06-15,UA,LAX,CLT,1702,-3,-7,549
2021-06-15,WN,ATL,MIA,1533,8,4,193
2021-06-15,DL,PHX,JFK,1672,-3,-5,2373
2021-06-15,B6,JFK,CLT,911,-9,-29,1054
2021-06-15,F9,JFK,MCO,1256,-9,-1,2674
2021-06-15,B6,ATL,MCO,2145,11,15,1381
2021-06-16,AA,ORD,LAS,628,24,17,1657
2021-06-16,AS,MCO,PHX,529,17,6,1350
2021-06-16,UA,MIA,SFO,2036,-21,-18,499
2021-06-16,AS,PHX,ATL,304,-50,-30,1598
2021-06-16,AS,CLT,ATL,788,-9,-4,2557
2021-06-16,F9,LAS,SEA,18,70,43,798
2021-06-16,WN,PHX,ATL,1151,-12,-5,1410
2021-06-16,DL,CLT,MIA,1155,9,7,447
2021-06-16,NK,ATL,LAX,1105,-24,-18,2586
2021-06-16,AA,SEA,SEA,1581,12,18,2405
2021-06-16,F9,MIA,MIA,16,-19,-29,2170
2021-06-16,UA,DFW,SEA,1995,-4,5,709
2021-06-16,AA,PHX,SEA,1117,-6,0,1743
2021-06-16,AA,LAS,ORD,755,43,37,1575
2021-06-16,B6,ATL,JFK,2051,-5,4,552
2021-06-16,AS,PHX,LAS,704,4,5,775
2021-06-16,DL,SEA,CLT,1386,16,7,893
2021-06-16,DL,DFW,MIA,2134,14,28,1267
2021-06-16,DL,MCO,ORD,601,-5,-5,184
2021-06-16,DL,SFO,SEA,1538,17,7,1957
2021-06-16,WN,SFO,LAX,1694,43,43,1166
2021-06-16,WN,SFO,SFO,619,0,7,1377
2021-06-16,DL,MCO,LAS,1879,-13,-30,2014
2021-06-16,F9,DFW,PHX,2225,5,3,661
2021-06-16,UA,CLT,CLT,2358,8,15,442
2021-06-16,WN,ORD,DEN,1248,-21,11,1207
2021-06-16,WN,LAS,LAX,2072,-34,-30,1830
2021-06-16,F9,JFK,PHX,1673,34,32,2349
2021-06-16,F9,SFO,PHX,1790,23,5,1669
2021-06-16,F9,LAS,MIA,1428,60,63,183
2021-06-16,NK,DFW,DEN,1001,26,9,2934
2021-06-16,NK,DEN,JFK,1045,47,36,155
2021-06-16,UA,ATL,SFO,1966,29,17,1328
2021-06-16,NK,MCO,PHX,1864,-8,-1,317
2021-06-16,DL,CLT,LAS,1447,25,46,903
2021-06-16,F9,LAX,JFK,558,29,33,1500
2021-06-16,AA,DEN,DEN,1234,38,38,1890
2021-06-16,F9,DEN,SFO,1957,-29,-19,1732
2021-06-16,WN,MCO,ORD,283,-5,0,2147
2021-06-16,AA,DFW,LAS,1228,-13,-17,2992
2021-06-16,AA,DFW,DEN,1331,-3,-10,2515
2021-06-16,UA,PHX,SEA,1494,-34,-30,1635
2021-06-16,DL,LAX,MIA,2268,-16,-14,1991
2021-06-16,AS,MIA,MIA,2059,-9,4,1085
2021-06-16,NK,ORD,LAS,919,20,7,2390
2021-06-16,AA,MCO,ORD,23,36,28,2212
2021-06-16,DL,LAX,CLT,1988,-9,-30,2004
2021-06-16,NK,ATL,SFO,1916,-46,-30,2492
2021-06-16,B6,DFW,DFW,1900,-32,-13,1102
2021-06-16,NK,LAS,MCO,136,-9,-1,2698
2021-06-16,AS,JFK,JFK,352,-1,-24,2360
2021-06-16,NK,CLT,DFW,1442,16,8,2909
2021-06-16,NK,LAX,ORD,1810,-7,-11,580
2021-06-16,AS,LAX,JFK,1499,21,18,2933
2021-06-16,AS,LAX,SFO,1208,32,14,1572
2021-06-16,NK,SEA,CLT,432,-15,-12,1083
2021-06-16,DL,CLT,LAX,697,17,21,1512
2021-06-16,UA,ATL,CLT,229,61,57,2562
2021-06-16,F9,DEN,ATL,916,-11,-5,781
2021-06-16,UA,PHX,MCO,1408,-16,2,2125
2021-06-16,B6,DFW,CLT,2291,-7,-11,2742
2021-06-16,F9,SEA,CLT,240,18,11,759
2021-06-16,F9,ATL,ATL,276,-5,3,2793
2021-06-16,UA,PHX,ATL,6,-33,-30,514
2021-06-16,DL,MCO,SFO,1589,17,0,2610
2021-06-16,AS,SFO,JFK,819,22,25,2158
2021-06-16,DL,ATL,DFW,1749,22,13,2565
2021-06-16,AS,JFK,LAX,653,31,37,263
2021-06-16,DL,PHX,LAS,1705,4,-2,1311
2021-06-16,F9,ATL,LAX,1307,8,17,2322
2021-06-16,UA,SEA,SEA,2196,-2,3,1187
2021-06-16,DL,MIA,DFW,1376,-25,-29,2730
2021-06-16,WN,MIA,ORD,610,29,39,2088
2021-06-16,AS,LAS,LAX,1152,-2,11,1906
2021-06-16,F9,ORD,SFO,2144,33,14,2237
2021-06-16,F9,PHX,DEN,989,8,12,463
2021-06-16,AS,LAX,MCO,1536,-19,-20,2112
2021-06-16,B6,SFO,LAS,766,-5,-10,2628
2021-06-16,WN,ATL,DFW,3,2,3,186
2021-06-16,DL,SFO,MIA,330,-30,-15,1640
2021-06-16,UA,LAS,LAX,3,-15,-16,1797
2021-06-16,NK,DFW,PHX,106,-14,-18,1854
2021-06-16,B6,MCO,JFK,1935,-3,13,2215
2021-06-16,WN,LAX,ATL,2326,40,35,1475
2021-06-16,DL,DFW,LAX,967,22,20,2859
2021-06-16,F9,LAS,SFO,781,14,22,283
2021-06-16,F9,CLT,SEA,294,33,24,1610
2021-06-16,UA,PHX,SFO,1326,-1,-1,1713
2021-06-16,NK,DEN,DEN,1480,-10,-30,1520
2021-06-16,DL,CLT,JFK,1137,-36,-26,1187
2021-06-16,AS,SFO,DFW,1992,32,33,877
2021-06-16,WN,DFW,LAX,1748,-36,-30,2384
2021-06-16,WN,ORD,PHX,2216,-27,-30,1001
2021-06-16,B6,ATL,MIA,1978,1,-15,968
2021-06-16,F9,ORD,SFO,1807,43,45,2510
2021-06-16,NK,CLT,SEA,2006,28,16,2370
2021-06-16,UA,LAS,MCO,2338,0,3,1895
2021-06-16,AA,LAS,DEN,1948,-17,-29,1208
2021-06-16,DL,DEN,LAS,1106,-9,-15,1780
2021-06-16,UA,DFW,SFO,1246,21,9,1320
2021-06-16,NK,JFK,LAX,955,0,-5,1064
2021-06-16,NK,PHX,ATL,1738,37,35,2854
2021-06-16,AA,SFO,ORD,1740,-13,-16,537
2021-06-16,UA,JFK,SEA,1730,33,21,2817
2021-06-16,DL,DEN,CLT,1913,1,4,625
2021-06-16,DL,MIA,JFK,948,-20,-30,738
2021-06-16,NK,LAX,LAX,1211,60,60,2324
2021-06-16,B6,ORD,SFO,1453,-17,-30,1105
2021-06-16,NK,LAS,PHX,437,4,2,1872
2021-06-16,WN,SFO,CLT,2268,31,20,1397
2021-06-16,WN,MCO,PHX,1243,12,-3,1257
2021-06-16,WN,PHX,PHX,830,-26,-30,2612
2021-06-16,B6,LAX,DFW,1826,10,4,1318
2021-06-16,WN,PHX,CLT,1719,55,54,334
2021-06-16,UA,MIA,MIA,1527,3,-24,2158
2021-06-16,WN,ATL,MCO,473,56,44,2899
2021-06-16,WN,ATL,DFW,2018,13,11,2977
2021-06-16,AS,ATL,ORD,1500,9,15,1288
2021-06-16,DL,JFK,CLT,132,29,27,2812
2021-06-16,B6,DEN,LAX,348,3,8,2250
2021-06-16,B6,SFO,DFW,600,0,7,2911
2021-06-16,F9,PHX,SFO,466,19,25,2677
2021-06-16,WN,DEN,ATL,1573,-39,-30,1654
2021-06-16,AS,LAS,LAX,792,0,-6,2107
2021-06-16,F9,ATL,PHX,2142,-23,-6,2068
2021-06-17,F9,LAS,DEN,585,3,8,729
2021-06-17,AA,PHX,LAS,340,10,10,1426
2021-06-17,DL,DFW,ATL,2168,43,37,2401
2021-06-17,WN,MCO,ORD,1479,4,3,2630
2021-06-17,AA,SFO,JFK,1575,-28,-30,345
2021-06-17,F9,LAX,SFO,1477,38,38,1460
2021-06-17,UA,ORD,JFK,1990,5,2,2662
2021-06-17,AS,DFW,PHX,1565,2,9,1909
2021-06-17,AS,DEN,PHX,492,49,46,1622
2021-06-17,NK,PHX,SFO,2098,26,33,1364
2021-06-17,DL,LAX,CLT,107,34,35,782
2021-06-17,AS,SFO,MCO,7,14,19,2728
2021-06-17,B6,JFK,SEA,1723,-16,-3,2375
2021-06-17,AA,LAS,JFK,1438,41,36,1521
2021-06-17,WN,SFO,ATL,2348,27,19,204
2021-06-17,AA,MCO,MIA,112,12,17,903
2021-06-17,NK,MCO,DFW,62,-19,-19,472
2021-06-17,B6,LAX,ATL,1091,1,10,2157
2021-06-17,UA,ORD,PHX,2019,11,15,318
2021-06-17,AA,ORD,PHX,2284,82,84,1994
2021-06-17,WN,CLT,DEN,1665,39,35,931
2021-06-17,AA,CLT,CLT,980,12,0,2268
2021-06-17,AS,ORD,MIA,1318,-19,-11,2590
2021-06-17,UA,CLT,MIA,1092,-8,-10,2442
2021-06-17,AA,DEN,LAX,64,-4,10,1740
2021-06-17,UA,SEA,DEN,174,-13,1,2401
2021-06-17,F9,MIA,MIA,345,28,20,847
2021-06-17,UA,DFW,JFK,473,-28,-23,1395
2021-06-17,F9,PHX,MIA,598,28,28,2698
2021-06-17,DL,SEA,MIA,2274,12,10,2292
2021-06-17,DL,DFW,ORD,466,6,13,515
2021-06-17,WN,DFW,LAX,2156,37,32,1076
2021-06-17,WN,ATL,DFW,1986,37,27,2972
2021-06-17,WN,SEA,MCO,186,14,23,1207
2021-06-17,NK,SFO,MCO,475,-14,-21,2346
2021-06-17,UA,SEA,MCO,426,22,16,1213
2021-06-17,UA,MCO,MIA,1122,-25,-13,2560
2021-06-17,F9,MCO,CLT,112,45,38,649
2021-06-17,DL,DFW,LAX,1160,-4,-3,841
2021-06-17,AS,LAX,ORD,1465,2,5,1195
2021-06-17,F9,ATL,PHX,1490,0,9,610
2021-06-17,F9,ORD,LAX,874,41,36,1920
2021-06-17,UA,ATL,PHX,2029,44,30,1281
2021-06-17,F9,SEA,ATL,1555,-6,-13,1560
2021-06-17,DL,DEN,ATL,230,74,63,1340
2021-06-17,AA,JFK,MCO,885,-4,-3,2968
2021-06-17,WN,SEA,ORD,891,33,16,260
2021-06-17,WN,JFK,ATL,976,1,0,2087
2021-06-17,B6,JFK,CLT,2322,-3,-6,1073
2021-06-17,AS,SFO,ATL,1634,14,27,1502
2021-06-17,DL,ATL,ORD,547,9,4,896
2021-06-17,B6,DFW,MIA,1460,3,7,2673
2021-06-17,NK,MCO,MCO,932,17,22,2185
2021-06-17,WN,MCO,LAS,796,3,-1,183
2021-06-17,B6,LAS,ORD,1257,24,27,495
2021-06-17,AA,MCO,LAS,1368,21,30,1617
2021-06-17,F9,PHX,PHX,200,-45,-30,519
2021-06-17,B6,LAX,ATL,803,-1,0,2864
2021-06-17,AA,MIA,JFK,2101,-20,-9,1466
2021-06-17,WN,CLT,SFO,2208,51,53,700
2021-06-17,UA,SEA,DFW,1841,14,12,1861
2021-06-17,F9,SFO,MIA,1702,-8,-3,645
2021-06-17,NK,SFO,SEA,408,21,13,1484
2021-06-17,NK,MIA,MIA,1741,27,29,892
2021-06-17,DL,ORD,DFW,1134,-35,-21,1299
2021-06-17,F9,MIA,LAS,742,20,10,1094
2021-06-17,B6,LAX,MIA,1584,-9,-7,2011
2021-06-17,F9,LAX,DFW,2238,47,46,2811
2021-06-17,AS,PHX,MIA,568,-5,2,2777
2021-06-17,AA,MIA,SFO,1524,-19,-27,336
2021-06-17,AS,ORD,JFK,2121,2,6,2758
2021-06-17,WN,ORD,DFW,2154,42,32,468
2021-06-17,AS,MCO,CLT,1666,-11,-29,319
2021-06-17,NK,LAX,LAS,1256,3,2,1496
2021-06-17,AS,SFO,DEN,1663,3,-22,1934
2021-06-17,WN,LAX,CLT,1050,50,52,1729
2021-06-17,UA,JFK,SEA,1084,31,33,1470
2021-06-17,NK,MIA,MIA,2130,33,35,3000
2021-06-17,F9,SEA,DFW,757,10,17,2216
2021-06-17,NK,DEN,MCO,2307,-9,2,2568
2021-06-17,AS,SFO,LAS,1251,42,65,1059
2021-06-17,AS,SEA,SFO,1849,26,11,1218
2021-06-17,AS,SEA,MIA,2314,4,4,1014
2021-06-17,NK,SFO,CLT,847,11,20,1684
2021-06-17,WN,CLT,PHX,2321,-23,-30,790
2021-06-17,AS,DFW,SEA,1296,-32,-27,2182
2021-06-17,F9,MCO,ATL,1403,28,34,1967
2021-06-17,WN,MIA,JFK,909,-3,-11,965
2021-06-17,UA,DEN,ATL,317,-2,-7,1686
2021-06-17,WN,MCO,SEA,1919,9,12,1293
2021-06-17,AS,MIA,SEA,1138,0,-8,2910
2021-06-17,F9,DFW,SFO,1527,34,14,1314
2021-06-17,AA,MIA,DFW,65,-35,-11,755
2021-06-17,NK,SFO,MIA,527,4,17,2112
2021-06-17,F9,ORD,SFO,1187,49,20,2275
2021-06-17,AS,MCO,ATL,489,-1,5,897
2021-06-17,F9,LAX,MCO,923,23,25,1425
2021-06-17,B6,DFW,ORD,2315,-36,-28,1209
2021-06-17,B6,DEN,ORD,2025,-29,-30,2007
2021-06-17,F9,SEA,LAS,594,-19,-14,2070
2021-06-17,AA,ATL,JFK,1587,-37,-30,2738
2021-06-17,NK,ORD,SEA,242,18,11,332
2021-06-17,B6,CLT,SEA,2009,15,26,2885
2021-06-17,F9,SEA,SFO,2139,-6,-15,2332
2021-06-17,F9,DEN,CLT,1075,10,15,759
2021-06-17,NK,ATL,DEN,791,-3,-3,2475
2021-06-17,NK,DFW,PHX,244,34,12,1380
2021-06-17,F9,CLT,DFW,418,-7,9,2079
2021-06-17,AS,MIA,ORD,876,3,9,2019
2021-06-17,WN,CLT,JFK,1064,-18,-8,1512
2021-06-17,AS,LAX,MCO,483,2,5,1787
2021-06-17,B6,LAS,SEA,604,18,13,235
2021-06-17,B6,MCO,SFO,877,-18,-16,506
2021-06-17,WN,ATL,LAX,1869,45,51,613
2021-06-17,NK,MCO,LAX,1435,30,33,184
2021-06-17,F9,CLT,MCO,1797,42,45,1118
2021-06-17,B6,CLT,LAX,1855,0,-11,2813
2021-06-17,WN,MIA,CLT,2217,-4,10,1007
2021-06-17,UA,JFK,ATL,1647,40,43,2686
2021-06-17,AS,ATL,ORD,619,15,15,2913
2021-06-17,UA,PHX,SFO,231,22,33,1728
2021-06-17,B6,MIA,ATL,1146,-8,0,342
2021-06-17,F9,LAS,LAX,987,23,23,2683
2021-06-17,UA,MCO,DEN,1077,24,21,1979
2021-06-17,NK,ORD,DFW,1885,44,58,440
